"track_id";"track_popularity";"track_album_release_date";"playlist_name";"playlist_genre";"playlist_subgenre";"danceability";"energy";"key";"loudness";"mode";"speechiness";"acousticness";"instrumentalness";"liveness";"valence";"tempo";"duration_ms";"duration_seconds";"duration_minutes";"popularity_category";"release_date_age";"danceability_cat";"track_name";"track_artist";"row_num";"energy_category";"acoustic_category";"liveness_category"
"3Ol2xnObFdKV9pmRD2t9x8";81;"2018-12-21";"Someone You Loved Lewis Capaldi (Pop Music Mix)";"pop";"post-teen pop";0.791;0.587;3;-5.075;0;0.0413;0.407;0.0;0.148;0.536;96.057;179449;179;2.983333333;"Banger";"young";"highly_danceable";"Look Back at It";"A Boogie Wit da Hoodie";1;"slow";"confident";"slightly confident"
"3OM1HwAQZsgF53AGGbnRSG";15;"2019-03-15";"Pop Dance Hits";"pop";"dance pop";0.678;0.828;0;-5.837;0;0.0393;0.0373;0.114;0.186;0.244;123.978;214839;215;3.583333333;"Trash";"young";"semi-danceable";"Follow Me (feat. NBLM) - Redondo & Gil Glaze Remix";"Bolier";1;"medium fast";"not confident";"slightly confident"
"3oN9prOZJ8jR6rFP4YMJF9";60;"2019-08-16";"Dance Pop Hits";"pop";"dance pop";0.707;0.585;5;-11.024;1;0.0701;0.145;0.00485;0.257;0.277;125.161;155520;156;2.6;"Alright!";"young";"highly_danceable";"eoh";"Olympis";1;"slow";"slightly confident";"semi confident"
"3OtMnyUaiipcAT23A8liyi";71;"2017-06-09";"Post pop teen";"pop";"post-teen pop";0.839;0.705;5;-5.194;0;0.0445;0.0184;1.77e-05;0.102;0.575;119.954;242520;243;4.05;"Alright!";"young";"highly_danceable";"Swish Swish";"Katy Perry";1;"medium slow";"not confident";"slightly confident"
"3OTSBoYKO7HzGVj8Bu2OH9";74;"2019-06-21";"Dance Pop";"pop";"dance pop";0.665;0.799;6;-2.868;0;0.0617;0.18;0.0;0.125;0.5;101.976;228112;228;3.8;"Alright!";"young";"semi-danceable";"All the Time";"Zara Larsson";1;"medium fast";"slightly confident";"slightly confident"
"3ouugfdFz6exFXUxu7wRvD";65;"2011-05-10";"Pop Punk | Post-Hardcore";"pop";"post-teen pop";0.397;0.975;2;-3.532;0;0.365;0.00152;0.0;0.118;0.451;192.021;250240;250;4.166666666;"Alright!";"old";"couch-worthy";"If You Can't Hang";"Sleeping With Sirens";1;"fast";"not confident";"slightly confident"
"3OwPSJu609AMzotCEyoMiO";13;"2014-12-01";"ELECTROPOP";"pop";"electropop";0.529;0.854;6;-5.29;1;0.0436;0.0178;0.0;0.242;0.654;125.984;176658;177;2.95;"Trash";"old";"semi-danceable";"The Nights";"Avicii";1;"medium fast";"not confident";"confident"
"3oyf4dalm17kzTE8LJDbgR";76;"2017-05-25";"Ultimate Indie Presents... Best Indie Tracks of the 2010s";"pop";"dance pop";0.326;0.685;10;-5.576;1;0.179;0.503;0.0;0.427;0.409;86.882;312000;312;5.2;"Banger";"young";"couch-worthy";"Lo Que Siento";"Cuco";1;"medium slow";"confident";"confident"
"3P3pw6C19j31Rnzgo3JG7o";76;"2018-11-09";"ElectroPop 2020";"pop";"electropop";0.73;0.861;1;-4.1;1;0.0451;0.39;0.0;0.213;0.704;117.965;196613;197;3.283333333;"Banger";"young";"highly_danceable";"Perfect Strangers";"Jonas Blue";1;"medium fast";"semi confident";"confident"
"3P7qStX3ECFOLfjrXuLzbc";4;"2015-01-20";"Dance Pop";"pop";"dance pop";0.568;0.86;11;-3.846;1;0.0342;0.0189;0.000484;0.119;0.394;129.924;247160;247;4.116666666;"Trash";"old";"semi-danceable";"Something New";"Axwell /\ Ingrosso";1;"medium fast";"not confident";"slightly confident"
"3pe7reLGU42Wemf4UMjrYH";0;"2008-01-01";"Pop Punk | Post-Hardcore";"pop";"post-teen pop";0.272;0.929;1;-4.06;1;0.153;0.00168;4.7e-05;0.147;0.398;87.148;197133;197;3.283333333;"Trash";"old";"couch-worthy";"Take Off Your Colours";"You Me At Six";1;"fast";"not confident";"slightly confident"
"3PFaFVWq5wucLu6s4baj9D";67;"2015-06-26";"Ultimate Indie Presents... Best Indie Tracks of the 2010s";"pop";"dance pop";0.568;0.42;7;-11.169;0;0.276;0.536;0.124;0.101;0.453;79.89;415613;416;6.933333333;"Alright!";"old";"semi-danceable";"Girl";"The Internet";1;"slow";"confident";"slightly confident"
"3PTao61OJ8S09gxWLsXT6e";34;"2015-08-13";"ElectroPop 2020";"pop";"electropop";0.604;0.957;5;-3.051;0;0.0755;0.0132;3.01e-05;0.137;0.808;150.085;196010;196;3.266666666;"Meh";"old";"semi-danceable";"Set Me Free";"Diplo";1;"fast";"not confident";"slightly confident"
"3pWcj8hxj3fsb9TDAcMpEl";13;"2018-04-20";"Dance Pop";"pop";"dance pop";0.532;0.616;10;-7.074;0;0.0328;0.186;0.0;0.0928;0.292;101.883;223147;223;3.716666666;"Trash";"young";"semi-danceable";"Somebody";"The Chainsmokers";1;"medium slow";"slightly confident";"not confident"
"3pzrOuq7Zn1WlL1qes8I57";30;"2019-10-23";"Dance Pop: Japan";"pop";"dance pop";0.827;0.851;11;-4.589;0;0.103;0.122;2.31e-05;0.0706;0.928;127.993;214132;214;3.566666666;"Meh";"young";"highly_danceable";"Obsession";"????";1;"medium fast";"slightly confident";"not confident"
"3q3pZHncNkvIWJebMeuQqQ";60;"2010-01-01";"The Sound of Post-Teen Pop";"pop";"post-teen pop";0.333;0.902;3;-4.65;1;0.123;0.0279;0.0;0.115;0.601;185.539;196893;197;3.283333333;"Alright!";"old";"couch-worthy";"Hero";"Christopher Wilde";1;"fast";"not confident";"slightly confident"
"3Q4WeJmzxuDpzMu9QjQqbM";74;"2006-01-01";"The Sound of Post-Teen Pop";"pop";"post-teen pop";0.708;0.641;7;-4.296;1;0.0336;0.205;0.0;0.0945;0.253;113.082;268120;268;4.466666666;"Alright!";"old";"highly_danceable";"Big Girls Don't Cry (Personal)";"Fergie";1;"medium slow";"semi confident";"not confident"
"3QC33AxvY2sdxq22ym3aSL";57;"2018-10-12";"Pop Warmup 130 BPM";"pop";"dance pop";0.446;0.573;3;-5.081;1;0.0279;0.0416;0.0;0.108;0.167;135.96;213707;214;3.566666666;"Alright!";"young";"semi-danceable";"Wild Wild Son";"Armin van Buuren";1;"slow";"not confident";"slightly confident"
"3qeJ84Y6PRS9LtliOuT94Z";54;"2019-05-31";"Dance Room";"pop";"dance pop";0.471;0.911;2;-4.372;0;0.0594;0.0316;0.00648;0.571;0.197;126.112;170000;170;2.833333333;"Alright!";"young";"semi-danceable";"My Friend";"Yves V";1;"fast";"not confident";"confident"
"3QGsuHI8jO1Rx4JWLUh9jd";83;"2017-04-20";"Post pop teen";"pop";"post-teen pop";0.444;0.819;10;-4.078;0;0.341;0.106;0.0;0.107;0.747;82.695;187973;188;3.133333333;"Banger";"young";"semi-danceable";"Treat You Better";"Shawn Mendes";1;"medium fast";"slightly confident";"slightly confident"
"3QmOiZF7IzJJkHnahh5Ea0";62;"2016-07-15";"The Sound of Post-Teen Pop";"pop";"post-teen pop";0.767;0.631;1;-6.762;1;0.0541;0.0997;0.0;0.119;0.541;100.968;203992;204;3.4;"Alright!";"young";"highly_danceable";"History";"Olivia Holt";1;"medium slow";"not confident";"slightly confident"
"3qRHCvn70YpVFFkx3lrAYf";62;"2015-08-07";"Post pop teen";"pop";"post-teen pop";0.636;0.741;11;-5.436;0;0.041;0.0132;0.0;0.287;0.53;88.999;225218;225;3.75;"Alright!";"old";"semi-danceable";"Body on Me";"Rita Ora";1;"medium slow";"not confident";"semi confident"
"3R6dPfF2yBO8mHySW1XDAa";61;"2016-11-04";"Electropop - Pop";"pop";"electropop";0.746;0.846;9;-2.432;1;0.048;0.0485;0.0;0.195;0.403;114.955;174933;175;2.916666666;"Alright!";"young";"highly_danceable";"Solo Dance";"Martin Jensen";1;"medium fast";"not confident";"slightly confident"
"3R8lr1Y1kPgXEbnXkcMMlT";58;"2016-10-07";"Dance Pop Hits";"pop";"dance pop";0.691;0.821;0;-4.527;1;0.0401;0.136;0.000115;0.092;0.759;104.961;222000;222;3.7;"Alright!";"young";"semi-danceable";"Call On Me - Ryan Riback Remix";"Starley";1;"medium fast";"slightly confident";"not confident"
"3Rc2ajBMInxeNGVkMPC92Y";61;"2010-06-11";"Ultimate Indie Presents... Best Indie Tracks of the 2010s";"pop";"dance pop";0.678;0.871;6;-4.781;1;0.0342;0.0587;0.249;0.0928;0.28;117.029;285973;286;4.766666666;"Alright!";"old";"semi-danceable";"Dancing On My Own";"Robyn";1;"medium fast";"not confident";"not confident"
"3RiPr603aXAoi4GHyXx0uy";77;"2015-12-04";"ElectroPop 2020";"pop";"electropop";0.49;0.743;0;-5.155;0;0.0409;0.255;7.21e-06;0.3;0.363;89.974;258827;259;4.316666666;"Banger";"old";"semi-danceable";"Hymn for the Weekend";"Coldplay";1;"medium slow";"semi confident";"semi confident"
"3rKYiySCDMUKTw5kGVVhaa";63;"2016-01-29";"ELECTROPOP";"pop";"electropop";0.795;0.616;1;-5.281;0;0.06;0.417;0.0;0.349;0.815;110.015;190453;190;3.166666666;"Alright!";"young";"highly_danceable";"Marvin Gaye";"Charlie Puth";1;"medium slow";"confident";"semi confident"
"3rOEipqoZpjyn8PtOMeV8k";48;"2019-10-22";"K-Party Dance Mix";"pop";"dance pop";0.652;0.785;6;-4.34;1;0.0448;0.0667;0.0;0.124;0.662;127.016;216640;217;3.616666666;"Meh";"young";"semi-danceable";"Forever Love";"YOUNGJAE";1;"medium fast";"not confident";"slightly confident"
"3RuXekS5criwismaaj87iF";58;"2008-01-01";"post teen pop";"pop";"post-teen pop";0.798;0.904;0;-3.316;0;0.0476;0.0747;6.62e-06;0.0522;0.966;135.008;236400;236;3.933333333;"Alright!";"old";"highly_danceable";"A Night to Remember - Original Version";"High School Musical Cast";1;"fast";"not confident";"not confident"
"3S0OXQeoh0w6AY8WQVckRW";71;"2008-05-01";"post teen pop";"pop";"post-teen pop";0.686;0.457;11;-8.322;1;0.0468;0.595;0.0;0.105;0.718;150.953;242187;242;4.033333333;"Alright!";"old";"semi-danceable";"I'm Yours";"Jason Mraz";1;"slow";"confident";"slightly confident"
"3s4U7OHV7gnj42VV72eSZ6";72;"2014-01-17";"post teen pop";"pop";"post-teen pop";0.799;0.586;11;-6.735;1;0.0377;0.162;2.03e-06;0.193;0.549;120.97;227833;228;3.8;"Alright!";"old";"highly_danceable";"Rather Be (feat. Jess Glynne)";"Clean Bandit";1;"slow";"slightly confident";"slightly confident"
"3SADw9igVOXqZkvyrjfYiq";0;"2014-10-28";"This Is: Javiera Mena";"pop";"electropop";0.613;0.892;10;-5.601;1;0.0324;0.00135;0.000274;0.105;0.537;128.99;273522;274;4.566666666;"Trash";"old";"semi-danceable";"Esa Fuerza";"Javiera Mena";1;"medium fast";"not confident";"slightly confident"
"3ScJy88F8KqGDfWu8XJhHx";67;"2014-01-01";"Electropop Hits  2017-2020";"pop";"electropop";0.519;0.754;2;-5.689;1;0.0402;0.258;3.75e-06;0.139;0.16;125.975;215187;215;3.583333333;"Alright!";"old";"semi-danceable";"If I Lose Myself - Alesso vs OneRepublic";"OneRepublic";1;"medium fast";"semi confident";"slightly confident"
"3SEupjP7CBdIoNPrFrMozG";59;"2018-12-14";"Electropop 2019";"pop";"electropop";0.618;0.754;4;-3.739;1;0.0882;0.00271;0.0;0.213;0.485;148.013;210928;211;3.516666666;"Alright!";"young";"semi-danceable";"Bye Bye (feat. Ivy Adara)";"Gryffin";1;"medium fast";"not confident";"confident"
"3sHuIjfAzluc6S9cXoqfqC";23;"2019-09-06";"Cardio";"pop";"dance pop";0.661;0.758;7;-5.299;1;0.0864;0.0797;0.0;0.106;0.387;114.098;224061;224;3.733333333;"Trash";"young";"semi-danceable";"Let It Be Me";"Steve Aoki";1;"medium fast";"not confident";"slightly confident"
"3skkHSk5KA7akip3Ey6Xjx";52;"2018-06-29";"Christian Dance Party";"pop";"dance pop";0.476;0.684;5;-6.256;1;0.0314;0.049;0.0;0.158;0.448;154.85;202893;203;3.383333333;"Alright!";"young";"semi-danceable";"Every Little Thing";"Hillsong Young & Free";1;"medium slow";"not confident";"slightly confident"
"3sluZvJ5lmSBe8yYVYbZSH";35;"2019-07-05";"Pop Dance Hits";"pop";"dance pop";0.648;0.945;10;-5.733;0;0.0654;0.00143;0.422;0.0449;0.409;124.978;302510;303;5.05;"Meh";"young";"semi-danceable";"Everyday";"Eddie Thoneick";1;"fast";"not confident";"not confident"
"3SMxd9vNy41n9Xk4UFw36S";60;"2008-01-01";"post teen pop";"pop";"post-teen pop";0.547;0.723;2;-4.804;0;0.0323;0.312;0.0;0.112;0.377;102.003;156187;156;2.6;"Alright!";"old";"semi-danceable";"Just Wanna Be With You - Original Version";"High School Musical Cast";1;"medium slow";"semi confident";"slightly confident"
"3SOYvrYaTvK803DD6saJ7H";42;"2014-04-11";"This Is Janelle Monáe";"pop";"electropop";0.756;0.704;9;-7.186;1;0.0583;0.276;0.0;0.323;0.9;119.926;186213;186;3.1;"Meh";"old";"highly_danceable";"Fashion (feat. Janelle Mon�e)";"Paolo Nutini";1;"medium slow";"semi confident";"semi confident"
"3sygLAUhHsJsQ0cBk6fxRd";61;"2019-01-30";"K-Party Dance Mix";"pop";"dance pop";0.76;0.722;6;-4.429;0;0.0908;0.00785;0.000326;0.116;0.687;120.055;181976;182;3.033333333;"Alright!";"young";"highly_danceable";"No";"CLC";1;"medium slow";"not confident";"slightly confident"
"3T4UodGkfZObJ43RtA5KFU";70;"2018-06-26";"Electropop 2019";"pop";"electropop";0.611;0.602;5;-4.89;1;0.0437;0.000837;0.0;0.112;0.624;168.154;148460;148;2.466666666;"Alright!";"young";"semi-danceable";"Connection";"OneRepublic";1;"medium slow";"not confident";"slightly confident"
"3t5I7uoAOyRtzkAVaHgmfL";60;"2019-12-20";"Dance Pop: Japan";"pop";"dance pop";0.718;0.8;9;-5.715;1;0.0587;0.00588;1.63e-05;0.337;0.266;117.98;205928;206;3.433333333;"Alright!";"young";"highly_danceable";"A-RA-SHI:Reborn";"ARASHI";1;"medium fast";"not confident";"semi confident"
"3t87C08isN6yw2DnWOorLm";62;"2013-05-27";"Ultimate Indie Presents... Best Indie Tracks of the 2010s";"pop";"dance pop";0.345;0.313;4;-10.098;1;0.0681;0.717;0.000822;0.1;0.164;207.969;237973;238;3.966666666;"Alright!";"old";"couch-worthy";"Hannah Hunt";"Vampire Weekend";1;"slow";"confident";"slightly confident"
"3TcL0dyCMyr0kyTTc4NLgI";74;"2011-01-01";"Post teen pop";"pop";"post-teen pop";0.682;0.927;4;-2.915;1;0.0479;0.0843;0.0;0.149;0.744;101.019;195613;196;3.266666666;"Alright!";"old";"semi-danceable";"Who Says";"Selena Gomez & The Scene";1;"fast";"not confident";"slightly confident"
"3Te8uLyit6X3ncNW8Fp3K2";73;"2015-01-20";"Dr. Q's Prescription Playlist💊";"pop";"post-teen pop";0.615;0.868;2;-3.606;1;0.07;0.00131;1.54e-06;0.671;0.475;108.017;189387;189;3.15;"Alright!";"old";"semi-danceable";"Immortals";"Fall Out Boy";1;"medium fast";"not confident";"confident"
"3TIJkJgwWSAXb8zyOV6q5a";0;"2008-05-20";"Pop Punk | Post-Hardcore";"pop";"post-teen pop";0.456;0.8;9;-7.018;1;0.0591;0.000745;0.0;0.317;0.517;176.912;180720;181;3.016666666;"Trash";"old";"semi-danceable";"Running From Lions";"All Time Low";1;"medium fast";"not confident";"semi confident"
"3TjgJxFacZYhKorTBvL1xf";22;"2004-01-01";"BALLARE - رقص";"pop";"post-teen pop";0.852;0.911;11;-6.661;0;0.136;0.045;0.00383;0.306;0.847;131.028;221560;222;3.7;"Trash";"old";"highly_danceable";"Cha Cha Slide - Hardino Mix";"DJ Casper";1;"fast";"not confident";"semi confident"
"3TjLsDgL0bTbSQIF6M5Ki8";65;"2018-12-28";"Pop Remix";"pop";"dance pop";0.678;0.747;10;-5.289;0;0.165;0.0395;0.0;0.174;0.516;120.002;189375;189;3.15;"Alright!";"young";"semi-danceable";"Say My Name (feat. Bebe Rexha & J Balvin) - Lucas & Steve Remix";"David Guetta";1;"medium slow";"not confident";"slightly confident"
"3TKpJrY9q49Mj1JOsM9zGL";85;"2019-12-06";"Dance Pop Tunes";"pop";"dance pop";0.584;0.607;11;-6.605;1;0.0356;0.426;0.0;0.101;0.374;117.817;194827;195;3.25;"Banger";"young";"semi-danceable";"Family";"The Chainsmokers";1;"medium slow";"confident";"slightly confident"
"3tPJHHygrSqPgZPoAxON8B";38;"2018-04-26";"Christian Dance Party";"pop";"dance pop";0.545;0.684;2;-6.298;1;0.031;0.00555;0.0;0.0624;0.525;82.492;222160;222;3.7;"Meh";"young";"semi-danceable";"Letting Go";"Verses";1;"medium slow";"not confident";"not confident"
"3tqwKg0W8XfYORNrP4aIhu";55;"2017-06-09";"Post Teen Pop";"pop";"post-teen pop";0.652;0.703;9;-5.632;1;0.0994;0.0516;0.0;0.0521;0.485;134.066;214960;215;3.583333333;"Alright!";"young";"semi-danceable";"Hey Hey Hey";"Katy Perry";1;"medium slow";"not confident";"not confident"
"3tTYxjYYcXFqFXA0AZ1Fav";57;"2018-09-14";"Dance Pop";"pop";"dance pop";0.609;0.726;5;-4.346;0;0.0414;0.0723;8.45e-06;0.0895;0.362;93.958;195000;195;3.25;"Alright!";"young";"semi-danceable";"Flames";"David Guetta";1;"medium slow";"not confident";"not confident"
"3TWfEEzcdrkR0CSvWqyUlX";58;"2019-04-05";"Best of 2019 Dance Pop: Japan";"pop";"dance pop";0.738;0.861;2;-4.141;1;0.237;0.32;0.00175;0.325;0.58;131.974;189040;189;3.15;"Alright!";"young";"highly_danceable";"Kill This Love";"BLACKPINK";1;"medium fast";"semi confident";"semi confident"
"3twQx3psUMJKj4wna5d1zU";48;"2014-12-15";"BALLARE - رقص";"pop";"post-teen pop";0.746;0.873;7;-3.803;1;0.128;0.0244;0.0;0.354;0.817;148.075;222093;222;3.7;"Meh";"old";"highly_danceable";"Trap Queen";"Fetty Wap";1;"medium fast";"not confident";"semi confident"
"3u1S1OmAUhx5DRlLrXqyp3";76;"2018-05-25";"Electropop 2019";"pop";"electropop";0.69;0.784;1;-4.653;1;0.032;0.323;0.0;0.203;0.669;106.066;194408;194;3.233333333;"Banger";"young";"semi-danceable";"Rise";"Jonas Blue";1;"medium fast";"semi confident";"confident"
"3U1TuSqHIubBA10cVP7Sk6";68;"2015-01-09";"🤩🤪Post Teen Pop🤪🤩";"pop";"post-teen pop";0.632;0.638;7;-6.731;1;0.0505;0.137;0.0;0.125;0.574;121.868;202667;203;3.383333333;"Alright!";"old";"semi-danceable";"I Think I'm In Love";"Kat Dahlia";1;"medium slow";"slightly confident";"slightly confident"
"3U4isOIWM3VvDubwSI3y7a";85;"2013-08-30";"Pop Inglés (2020 - 2010s)💙 Música En Inglés 2010s";"pop";"dance pop";0.422;0.264;8;-7.064;1;0.0322;0.922;0.0;0.132;0.331;119.93;269560;270;4.5;"Banger";"old";"semi-danceable";"All of Me";"John Legend";1;"slow";"confident";"slightly confident"
"3U4LgrkH4QBt2rv6hyUliD";0;"2008-05-20";"Pop Punk | Post-Hardcore";"pop";"post-teen pop";0.493;0.895;2;-6.925;1;0.038;4.46e-05;0.0;0.0878;0.387;96.031;218280;218;3.633333333;"Trash";"old";"semi-danceable";"Jasey Rae";"All Time Low";1;"medium fast";"not confident";"not confident"
"3u8YEAVRbJEozzWp9WZLVR";35;"2019-06-07";"Christian Dance Party";"pop";"dance pop";0.661;0.777;0;-7.042;1;0.0423;0.00806;4.96e-05;0.346;0.265;105.03;196400;196;3.266666666;"Meh";"young";"semi-danceable";"On The Way Up 2.0";"Apollo LTD";1;"medium fast";"not confident";"semi confident"
"3UIGE2FXaUUcYWA31Og0XO";64;"2019-08-28";"Dance Pop Tunes";"pop";"dance pop";0.618;0.657;10;-5.176;1;0.0594;0.00378;0.0179;0.223;0.457;179.913;204711;205;3.416666666;"Alright!";"young";"semi-danceable";"Summer Fade (feat. Anna of the North)";"Snakehips";1;"medium slow";"not confident";"confident"
"3uiQZlSlSDRduWLFBTSEot";65;"2019-12-18";"Dance Room";"pop";"dance pop";0.664;0.699;11;-7.115;0;0.27;0.0352;0.0;0.0612;0.252;122.019;216256;216;3.6;"Alright!";"young";"semi-danceable";"Don't Start Now - Kungs Remix";"Dua Lipa";1;"medium slow";"not confident";"not confident"
"3up1JsYa4JNZBakiWP41s0";34;"2018-03-15";"Pop Inglés (2020 - 2010s)💙 Música En Inglés 2010s";"pop";"dance pop";0.662;0.697;5;-4.461;1;0.0712;0.0722;0.0;0.291;0.549;119.25;164684;165;2.75;"Meh";"young";"semi-danceable";"A Long Time";"Shannon K";1;"medium slow";"not confident";"semi confident"
"3utdq3dPLVD4r7Vv9BnCAI";52;"2019-11-01";"Pop Remix";"pop";"dance pop";0.542;0.84;0;-5.283;0;0.0419;0.0336;8.45e-05;0.277;0.509;118.02;180361;180;3.0;"Alright!";"young";"semi-danceable";"What Am I - SONDR Remix";"Why Don't We";1;"medium fast";"not confident";"semi confident"
"3uXHSf9sSIpOJWuC1H8DiU";60;"2019-03-27";"Pop Remix";"pop";"dance pop";0.775;0.867;4;-7.388;0;0.204;0.0158;0.0117;0.0355;0.565;128.956;273229;273;4.55;"Alright!";"young";"highly_danceable";"Talk - Disclosure VIP";"Khalid";1;"medium fast";"not confident";"not confident"
"3v1W3lS40jrAyGerzF3igy";61;"2000-01-01";"90s Dance Hits";"pop";"dance pop";0.79;0.929;6;-9.123;1;0.0671;0.000405;0.648;0.0693;0.894;135.951;241040;241;4.016666666;"Alright!";"old";"highly_danceable";"Up & Down";"Vengaboys";1;"fast";"not confident";"not confident"
"3v5BOhyPrVQN7PYE6JnY7j";63;"2019-11-04";"K-Party Dance Mix";"pop";"dance pop";0.678;0.787;1;-4.741;0;0.0452;0.147;0.0;0.0799;0.471;158.014;206578;207;3.45;"Alright!";"young";"semi-danceable";"THURSDAY";"GOT7";1;"medium fast";"slightly confident";"not confident"
"3VAeTjREoKPY1exOXR4oBm";13;"2016-07-29";"ELECTROPOP";"pop";"electropop";0.765;0.327;6;-8.029;1;0.277;0.571;0.0479;0.0787;0.292;74.931;129600;130;2.166666666;"Trash";"young";"highly_danceable";"Go Fuck Yourself";"Two Feet";1;"slow";"confident";"not confident"
"3VM1WBA5RfhvBIAlXtrwxC";29;"2019-01-01";"Best of 2019 Dance Pop: Japan";"pop";"dance pop";0.612;0.843;8;-4.552;1;0.0431;0.152;0.00163;0.402;0.322;125.997;181187;181;3.016666666;"Meh";"young";"semi-danceable";"??????";"RAMMELLS";1;"medium fast";"slightly confident";"confident"
"3vQhEd4lOg4mAV6CHCgoHW";65;"2019-10-04";"Dance Pop";"pop";"dance pop";0.789;0.858;5;-4.388;1;0.0404;0.22;4.58e-05;0.335;0.491;110.012;173455;173;2.883333333;"Alright!";"young";"highly_danceable";"South of the Border (feat. Camila Cabello & Cardi B) - Sam Feldt Remix";"Ed Sheeran";1;"medium fast";"semi confident";"semi confident"
"3vrw4MWkszWdFlCmJfpkv2";41;"2011-01-01";"Post teen pop";"pop";"post-teen pop";0.31;0.167;5;-14.525;1;0.029;0.856;0.0;0.0766;0.226;98.343;224227;224;3.733333333;"Meh";"old";"couch-worthy";"Por fin ya veo la luz";"Carmen L�pez";1;"slow";"confident";"not confident"
"3vSQ77N9hFsXQDG9OqmEJK";37;"2013-09-06";"This Is Janelle Monáe";"pop";"electropop";0.397;0.506;6;-8.227;0;0.113;0.792;0.000151;0.158;0.388;85.915;234480;234;3.9;"Meh";"old";"couch-worthy";"Can't Live without Your Love";"Janelle Mon�e";1;"slow";"confident";"slightly confident"
"3vV2Gu4JlRaeHfJxg2Z1dk";43;"1997-01-01";"90s Dance Hits";"pop";"dance pop";0.712;0.931;2;-7.742;0;0.0337;0.107;0.00132;0.0819;0.961;132.993;204720;205;3.416666666;"Meh";"old";"highly_danceable";"My Oh My";"Aqua";1;"fast";"slightly confident";"not confident"
"3vv9phIu6Y1vX3jcqaGz5Z";73;"2015-06-16";"Dance Pop";"pop";"dance pop";0.713;0.802;4;-7.055;1;0.0561;0.0435;0.00377;0.309;0.343;100.001;226739;227;3.783333333;"Alright!";"old";"highly_danceable";"Roses";"The Chainsmokers";1;"medium fast";"not confident";"semi confident"
"3vYVTsZfXFnywCHlgBbWB8";30;"2019-01-16";"Best of 2019 Dance Pop: Japan";"pop";"dance pop";0.621;0.92;6;-6.0;0;0.141;0.000304;0.0;0.228;0.661;149.981;208627;209;3.483333333;"Meh";"young";"semi-danceable";"WILD";"Shuta Sueyoshi";1;"fast";"not confident";"confident"
"3W3KtDwAIg3mAruSpnfG3Q";69;"2014-01-01";"Post Teen Pop";"pop";"post-teen pop";0.912;0.716;10;-4.141;0;0.0697;0.0904;0.0;0.0491;0.377;94.981;199938;200;3.333333333;"Alright!";"old";"highly_danceable";"Fancy";"Iggy Azalea";1;"medium slow";"not confident";"not confident"
"3w3y8KPTfNeOKPiqUTakBh";78;"2012-12-07";"Electropop Hits  2017-2020";"pop";"electropop";0.726;0.698;5;-4.165;1;0.0431;0.049;0.0;0.309;0.867;143.994;233478;233;3.883333333;"Banger";"old";"highly_danceable";"Locked Out of Heaven";"Bruno Mars";1;"medium slow";"not confident";"semi confident"
"3w6C0XDfOkE2Pkzxi9LFJl";42;"2019-11-22";"TUNES DANCE AND POP";"pop";"dance pop";0.478;0.672;4;-5.802;0;0.0589;0.000399;0.0;0.0921;0.72;112.988;185792;186;3.1;"Meh";"young";"semi-danceable";"Help";"Saint Mars";1;"medium slow";"not confident";"not confident"
"3WbIpsZLokLA1qahPaO3rm";43;"2019-11-29";"TUNES DANCE AND POP";"pop";"dance pop";0.669;0.761;6;-5.159;1;0.0514;0.354;0.000134;0.351;0.702;119.975;188875;189;3.15;"Meh";"young";"semi-danceable";"Fantasy";"TYFI";1;"medium fast";"semi confident";"semi confident"
"3WbyRFgA2L8VqG7RgVfe8V";28;"2018-11-14";"Best of 2019 Dance Pop: Japan";"pop";"dance pop";0.703;0.686;8;-5.452;0;0.035;0.337;0.0;0.146;0.682;125.977;225694;226;3.766666666;"Meh";"young";"highly_danceable";"MAKUAKE PARKGOLF remix";"eill";1;"medium slow";"semi confident";"slightly confident"
"3WDIhWoRWVcaHdRwMEHkkS";71;"2018-11-30";"Electropop 2019";"pop";"electropop";0.737;0.714;1;-6.138;0;0.0367;0.225;3.79e-06;0.267;0.608;102.046;189973;190;3.166666666;"Alright!";"young";"highly_danceable";"Mama (feat. Ellie Goulding)";"Clean Bandit";1;"medium slow";"semi confident";"semi confident"
"3WefHNGtjexZvi66ZEx9u4";75;"2018-11-09";"The Sound of Post-Teen Pop";"pop";"post-teen pop";0.704;0.56;1;-6.791;0;0.179;0.185;0.0;0.0948;0.609;75.003;207109;207;3.45;"Alright!";"young";"highly_danceable";"Hurts Like Hell (feat. Offset)";"Madison Beer";1;"slow";"slightly confident";"not confident"
"3wPPWcVuinAU7dXcJXtCID";67;"2013-01-01";"BALLARE - رقص";"pop";"post-teen pop";0.772;0.65;6;-5.202;0;0.0306;0.107;1.13e-06;0.0905;0.262;125.082;222200;222;3.7;"Alright!";"old";"highly_danceable";"La La La";"Naughty Boy";1;"medium slow";"slightly confident";"not confident"
"3WRQUvzRvBDr4AxMWhXc5E";72;"2017-11-10";"ElectroPop 2020";"pop";"electropop";0.785;0.525;6;-7.556;1;0.042;0.669;0.439;0.114;0.251;90.853;238907;239;3.983333333;"Alright!";"young";"highly_danceable";"Sunset Lover";"Petit Biscuit";1;"slow";"confident";"slightly confident"
